title,datetime,content_url,content
快来测测你和人大财金的契合度吧！,2020-07-28,http://mp.weixin.qq.com/s?__biz=MjM5NjM2ODIwMg==&amp;mid=2654432331&amp;idx=1&amp;sn=ae5ffb879cead4cb3fd27950acdcfd0f&amp;chksm=bd29966e8a5e1f788f236e3cda21dfe17982b91feab36aa2697051e8460791b9318dac099f1f&amp;scene=27#wechat_redirect,"
我现在正在填报志愿。国内的高校、院系真是琳琅满目，我该怎么选择呢？为什么不来人大财政金融学院呢？财税、金融相关的学科前景广阔，人大财政金融学院又是国内财政金融领域的翘楚，底蕴深厚、实力强劲，最适合你这样成绩优异、理想远大的高中毕业生了！哇，这么棒吗？可是我不知道自己能否适应财政金融学院……我还想了解更多有关财政金融学院的信息。那就快来做做这份你与人大财金的契合度测试吧！扫码开始测试财金学子杂志社策划|封云鸿 李佳俊 孙歌文|李佳俊 杨雨霖 王喆 李博H5|贺子轩 赵莹 盛诗瑶 孙雨凡题图|陈红锦排版|盛诗瑶背景音乐：Lighthearted
"
回归经典，读懂文明丨中国人民大学第五届“读史达人”大赛正式启动,2020-07-28,http://mp.weixin.qq.com/s?__biz=MjM5NjM2ODIwMg==&amp;mid=2654432331&amp;idx=2&amp;sn=e19aa202bdbe59dcd5176f290fc3ed78&amp;chksm=bd29966e8a5e1f78d9d4497cbd5f89d004b8bc22310459008f53cb5ccc0e9abe79bf44ab516a&amp;scene=27#wechat_redirect,"
为加强“四史”教育，配合“读史读经典”项目实施，促进青年学子“回归经典”、“读懂文明”，积淀厚重品质，砥砺“批判—反思—创新”式的历史思维能力，在融通文理、跨越中西的“大历史观”中正确认识世界和中国发展大势、正确认识中国特色和国际比较、正确认识时代责任和历史使命、正确认识远大抱负和脚踏实地，中国人民大学举办第五届“读史达人”大赛。回归经典，让我们涵养初心；读懂文明，让我们理解世界。作为充满希望的青年一代，让我们以赛促学，以文会友，共同学史知史，成为“读史爱党、读史爱国、读史明智、读史有为”的新时代中国特色社会主义建设者和接班人。欢迎各位热爱人文、热爱历史的同学积极报名，踊跃参赛！大赛具体信息如下：一 ● 举办单位主办方：党委学生工作部承办方：学生学业发展协会、历史学院分团委学生会二 ● 参赛对象全校全日制本、硕、博在读学生，不含已经担任2019级本科生“读史读经典”项目读史辅导员的学生。三 ● 命题范围将围绕2019级本科生“读史读经典”项目通史断代史著作阅读精读书目（下文简称精读书目，推送最后附书单）进行命题，重点考察选手对精读书目中相关知识的掌握、理解及对基本历史知识的熟悉程度和史学素养。四 ● 赛制安排参赛者以个人名义报名参赛，大赛分为初赛、复赛、决赛三轮。（一）初赛时间：2020年7月31日周五14:00-14:40形式：问卷星在线开卷作答，作答时限为40分钟。考核内容：命题范围涵盖精读书目及延伸的历史知识，考察选手对精读书目中相关知识的掌握、理解及对基本历史知识的熟悉程度和史学素养。题型： 单选题30题*2分，多选题10题*1分，判断题10题*2分，填空题10题*1分，满分100分。晋级方式：选取参赛者中分数最高的前30名进入复赛，如有并列情况，取答题时间较短者晋级复赛。（二）复赛时间：2020年8月5日周三14:00-17:00形式：本环节由初赛前30名的选手参加，采用腾讯会议在线作答。题型：主观题，由选手自选一本精读书目，进行陈述与答辩。晋级方式：评委根据选手在陈述与答辩两个环节中的综合表现评定复赛成绩，按得分从高到低排列，前10名进入决赛。（三）决赛时间：2020年8月9日周日14:00-16:00形式：本环节由复赛前10名的选手参加，采取腾讯会议在线作答。题型：从与精读书目相关的主观题中抽取两道进行即兴陈述与答辩。决赛将产生出冠、亚、季军各一名。五 ● 信息公布（一）8月1日，公布初赛结果。（二）8月6日，公布复赛结果。（三）8月9日，公布决赛结果。初赛和复赛结果将在“励学人大”、“中国人民大学历史学院”微信公众号公布。决赛结果将在“中国人民大学学生处”、“励学人大”、“中国人民大学历史学院”微信公众号公布。上述平台将陆续推送赛程信息、决赛选手风采、决赛观看等内容，欢迎大家关注。六 ● 奖项设置本次比赛的奖励以参与分+成绩奖的形式设置，最终解释权归第五届“读史达人”大赛组委会所有。（一）复赛奖励：2019级本科生入围复赛，将在2019级本科生“读史读经典”项目通史断代史著作阅读课程平时成绩中的研读交流活动参与成绩加10分。加此成绩后，研读交流活动参与成绩如超过50分，按50分计入平时成绩。该项加分不能作为经典导读讲座参与成绩。非2019级本科生报名参加本次大赛，成功进入复赛的，奖励50元流量卡一张。（二）决赛奖励：大赛设冠、亚、季军各一名，冠军奖励2000元读史实践基金；亚军奖励1500元读史实践基金；季军奖励1000元读史实践基金；所有进入到决赛的同学，奖励100元流量卡一张。七 ● 报名参赛方式扫描下方二维码申请入群，经工作人员审核后成功入群即为报名成功。发送申请截止时间为7月31日中午12点。欢迎广大热爱读史的同学踊跃参与！快来扫码入群吧~2019级本科生“读史读经典”项目通史断代史著作阅读精读书目（一）中国古代史领域著作1.《史记》司马迁，中华书局精读提示：可参考《史记选》（来新夏校注，中华书局）确定阅读篇目，至少阅读 15 卷原文。2.《资治通鉴》司马光，中华书局精读提示：也可选择阅读《资治通鉴纪事本末》（袁枢）。可参考《<资治通鉴>二十讲（第2 版）》（刘后滨、李晓菊主编，中国人民大学出版社）确定阅读篇目，至少阅读 15 卷原文。3.《美的历程》李泽厚，三联书店精读提示：应配合阅读李泽厚所著《华夏美学》。4.《美术、神话与祭祀》张光直，三联书店精读提示：应配合阅读张光直所著《考古学专题六讲》或《中国青铜时代》。5.《中国近三百年学术史》梁启超，中华书局精读提示：可选中华书局版本（俞国林 校）或复旦大学出版社版本（朱维铮 校）。6.《中国历代政治得失》钱穆，九州出版社精读提示：应配合阅读吴宗国主编的《中国古代官僚政治制度研究》。（二）中国近现代史、党史国史领域著作7.《中国共产党的九十年》中共中央党史研究室，中共党史出版社 党建读物出版社精读提示：共 3 册，可任选其中 2 册阅读。8.《毛泽东传》中共中央文献研究室，主编：逄先知、金冲及，中央文献出版社精读提示：共 6 卷，可任选其中 1-2 卷阅读。9.《剑桥中华人民共和国史》The Cambridge History of China（vol.14-15）〔美〕R. 麦克法夸尔、费正清，中国社会科学出版社精读提示：共 2 卷，至少选择其中 1 卷阅读；应配合阅读金春明主编的《评 < 剑桥中华人民共和国史 >》。10.《邓小平时代》Deng Xiaoping and the Transformation of China〔美〕傅高义，三联书店11.《近代中国社会的新陈代谢》陈旭麓，三联书店12.《乡土中国》费孝通，商务印书馆精读提示：应在费孝通先生所著《江村经济》、《乡土重建》、《生育制度》中选择 2 部配合阅读。（三）世界史领域著作13.《罗马史》The History of Rome（Römische Geschichte）〔德〕克里斯蒂安·蒙森，商务印书馆精读提示：共 4 册，可选第 2、3 册阅读。14.《伯罗奔尼撒战争史》History of the Peloponnesian War〔古希腊〕修昔底德，上海人民出版社精读提示：可选择以下篇目阅读：译序，第一卷：第 1 章、第 3 章、第 4 章，第二卷：第 6 章、第 7 章，第三卷：第 9 章、第 10 章，第四卷：第 12 章、第 14 章，第五卷：第 15 章、第 17 章，第六卷：第 18 章。15.《家庭、私有制和国家的起源》Der Ursprung der Familie,des Privateigentums und des Staats〔德〕恩格斯，人民出版社16.《封建社会》La Société Féodale〔法〕马克·布洛赫，商务印书馆17.《旧制度与大革命》L'Ancien Régime et la Révolution〔法〕托克维尔，商务印书馆18.《路易·波拿巴的雾月十八日》Der achtzehnte Brumaire des Louis Bonaparte〔德〕马克思，人民出版社19.《大国的兴衰》The Rise and Fall of the Great Powers〔英〕保罗·肯尼迪，中信出版社20.《文明的冲突与世界秩序的重建》The Clash of Civilizations and the Remaking of World Order〔美〕塞缪尔·亨廷顿，新华出版社本文转载自“励学人大”微信公众号
"
志愿填报攻略 | 藏在诗里的人大财金秘密,2020-07-24,http://mp.weixin.qq.com/s?__biz=MjM5NjM2ODIwMg==&amp;mid=2654432247&amp;idx=1&amp;sn=6b9d5610efb6a3eb207dd0fa089e434a&amp;chksm=bd2991d28a5e18c4b999cacbf4978e73322e55fc2195a59b87cd315894024c733c2c80792345&amp;scene=27#wechat_redirect,"
亲爱的学弟/学妹：作为与你有着相同经历的“前辈”，我猜你现在的状态一定是——在舒畅放松中夹杂着一丝焦虑与迷茫。倾尽全力交出答卷，主动权终于到了你的手中，应该如何抉择？希望这篇文章能给你带来帮助，让你坚定目标，不再犹豫！别急，让我先为你奉送定场诗一首——欢语载歌？这里从不缺少！迎新领航？我们十分周到！报哪些专业？且听我慢慢道来。考进了财金，你将收获这么多——中外交流，我们很在行！国际一流，我们在路上！人才培养，本科教学独具特色；民生社会，智库建设助力决策。大学院！来看财金历史沿革；学者多！奠基开路成果丰硕。财金职发，你的未来有规划！政学业界，他们都是财金人！金牌队伍，搭建优质教学平台；融贯中西，培养多元发展人才。学弟学妹别再犹豫，“院”与你在金秋相逢！且问谁启山林？等闲之辈无我。——历史沿革中国人民大学老校区影像院史悠悠，势起惊雷彻九洲。亲爱的师弟师妹们，别看“财政金融”正走在热门专业的第一梯队，就认为这是人大的后起之秀。其实，咱们财政金融学院可是正牌老字号：我院的前身——财政信用借贷系始建于1950年，是人大最早设立的八大院系之一。期间几度更名重组，到1997年，财政金融系与投资系合并，组建成立了今天的财政金融学院。如果这近五十年间有“热搜”，那咱们院的专属词条一定是“人大财金第一”——新中国第一个培养财政金融领域高级人才的基地、第一部系统研究货币银行理论的教材、第一部有中国特色的金融学教材、第一部财政学教材……中国人民大学老校区影像当你真正走进这个领域，就会发现，在新中国财政金融学科的建立和发展道路上筚路蓝缕前辈们，许多都来自人大财金：黄达教授、陈共教授、王传伦教授、周升业教授……他们是开拓者、奠基人，是学者也是教育家。如果你还没有听说过也没关系，只要你继续跋涉，就会发现，远到你向往的高山景行，近到你需要熟背的课本理论，都与这些名字息息相关。人大财金老教授荣获各类成就奖章财金往昔岁月峥嵘，但可千万别以为这篇章的巅峰已然画上休止符。我们的征程轨迹不是一座山峰、一池深潭，而是峰峦叠起的群山，是奔涌不息的无尽之海：2017年教育部学位与研究生教育发展中心发布全国第四轮学科评估结果，以我院金融学、财政学为骨干学科的应用经济学学科获评A+；我院财政学、金融学专业在2019年入选教育部国家级一流本科专业建设点；学院的教材建设和教学团队多次获得省部级以上奖项；近年来学院各类学术品牌论坛国内国际影响力大幅提升……这些道不完的提名与荣耀，等着你来亲身体验，也等着你去继续谱写。财政教育翘楚，金融人才摇篮。——学院现状叮咚——领略完财金历史沿革与发展概貌，现在就请查收这份财金实时资料吧！我相信，你的心动程度一定与阅读推进程度成正比。我院名师荟萃，请让我用数字给你一份“硬核”报告：我院专业丰富，请让我用一张结构图给你一份清晰说明：我院特色斐然——金融学-数学双学位双语实验班、财税-数学双学位双语实验班、金融科技实验班，相信单从名称就足以见其丰富内涵与强劲实力，如果你感觉对它们还概念模糊，那么请让我为你敲黑板划重点，解锁选择：Q1：学科目标是什么？A1：中国人民大学金融学-数学双学位双语实验班（下称“金实”）与财税-数学双学位双语实验班（下称“财实”）围绕着“双一流”人才培养要求，全方位培养“能够在中西方两个文化平台上自由漫步”的拔尖创新国际化人才。金融科技实验班的目标为培养具备国际先进金融科技和监管科技应用视野、拥有娴熟的统计思维和数据挖掘能力、掌握基本计算机编程和使用机器学习建模处理方法、能够融合金融和数据科学与大数据技术两个领域知识的复合型创新型金融高端人才。大数据与金融科技创新实验室样板图示Q2：学科目标如何实现？A2：金实与财实实行小班教学模式，对标世界一流建设全英文课程平台、整合优质资源国际师资进入授课团队、依托实验班英文刊物拔高学术创新能力。金融科技实验班享受财金学院和信息学院两个学院优质教学资源，采取定制化培养方案，实行独立建制管理、小班授课，依托金融科技实验室和学生实践基地，邀请金融实务界菁英参与培养。详细信息请点击下方超链接关于财税-数学实验班，这有你要知道的一切（内附遴选办法）关于金融学-数学实验班和金融学-数据科学与大数据技术实验班，这有你要知道的一切（内附遴选办法）“读完这份财金实时资料，为何我如此心动？”心动就对了！Pick us！共赴远洋拓视野，你辩我论展风貌。——国际交流你的心动值还没有达到满格？你对未来还有一点额外的计划和心愿？你还想拥有更多维度的可能性？比如——如果你不仅想要学贯财金知识、通晓理论体系，还想要到海外领略不同的学术视角、拓展思维——你可以前往英国剑桥大学进行为期一周的学术、参访、交流，期间重点参与对方宏观经济学、计量经济学、公司金融与房地产课程学习与多场学术讲座；你可以前往美国康奈尔大学参加为期三周的暑期学校项目，重点学习宏微观经济学课程，为今后有意愿继续前往康奈尔大学深造奠定有利基础；你还可以还参加学院“明德金英”厚重人才培养计划，前往美国、英国、欧洲等地，参访国外知名高校、著名学府、金融机构、顶尖企业……我院优秀本科生参加美国康奈尔大学暑期项目如果你不仅想要深入钻研国内的形势面貌，还想要放眼总览全球的市场沉浮；如果你不仅想要在国内论辩发声、模拟实践，还想要站在更大的舞台上一展风采——你将有机会代表人大财金参加康奈尔国际不动产金融案例大赛，与众多国际一流高校的代表队同台竞技；你将有机会参加“中美学生领袖金融对话”，与来自耶鲁大学、纽约大学、密歇根大学等美国著名高校的学生一起就“一带一路”、人民币国际化、绿色金融、金融科技、中美贸易合作、宏观金融风险等热点问题展开对话，构成学院每年举办的重量级会议“国际货币论坛”中的重要一环；还有“金桐全球英才计划”、美国全国模拟联合国大会……康奈尔国际不动产金融案例大赛“中美学生领袖金融对话”财金可以满足你对国际交流的所有向往，给予你夯实基础的沃土，也给予你不断前进的阶梯，给予你通向更大舞台的入场券。携左带右共奔赛场，手足相依不负青春。——素质拓展在学习之余，人大财金学院还为广大的财金人准备了丰富多彩的文体活动——你一定想问，在人大财金学习生活了一年，师兄师姐们都经历过哪些有趣或是意义非凡的文体活动呢？ 2019年是对于每一个中国人来说都十分特别的一年——中华人民共和国成立70周年。2019年10月1日，庆祝中华人民共和国成立70周年群众游行、广场合唱、晚会联欢活动在天安门广场举行，我院4名老师、210名学生共计214人参加了群众游行、广场合唱等活动。2019年10月1日，我院师生参加国庆70周年系列活动另外，我院还有独特的党建思政活动，“红旗小屋”党员值班活动组织优秀党员每周值班，并围绕大学生涯规划、考研、保研等专题为全院学生答疑解惑。“红色一帮一”新生领航活动则选拔党员、预备党员与本科新生结对交流，通过学业辅导、生涯规划等，帮助新生尽快融入大学生活。“红色一帮一”新生领航活动每年的“一二·九”合唱比赛也是财金人最期待的活动之一。我们在这个日子里唱响内心情怀，为学院增光添彩。从“一二·九”合唱比赛开展至今，我院参赛24次，共计夺得了19次全场总冠军，也是全校唯一一支实现过六连胜的队伍。“一二·九”合唱比赛在每一位财金人心中，都是一座“丰碑”。“一二·九”合唱音乐节提到文体活动，就不得不提运动会。我们有学校举办的田径运动会、新生运动会以及财金学院举办的财金嘉年华趣味运动会、篮球赛等多种形式的活动。在各种运动会中，我们挥洒汗水，奋力拼搏；我们永不言弃，共创辉煌，向全校师生们展现着财金人独特的风采。学校大型文体活动——田径运动会除了这些大型活动、品牌活动外，我院的其他文体活动同样精彩，例如五四文化艺术节、新生文艺晚会、新生舞会、毕业晚会、辩论赛、旧物回收志愿活动等等。众多的文体活动可以让你在学习之余，有着更多展示自己、证明自己的机会，也让你的大学生活更加丰富多彩。新生舞会续谱职规散迷茫，写话蓝图尽激扬。——职业发展学生的就业发展一直是财政金融学院关注和培养的重点，因此我院对学子从最初的专属职业规划选择，到最终拿到心仪offer的整个过程，都源源不断地提供着切实的帮助。我院坚持“学生就业无小事”的原则，紧扣指导和服务两个环节，采取“一体、两翼、多维”的工作思路。所谓“一体”，指的是以综合提升学生在就业市场的核心竞争力为主体。“两翼”，指的是一方面，我院精准摸排、动态管理，确保做到“一人一策”的精细化管理；另一方面，我院多措并举、扩大就业范围，确保就业服务工作全覆盖。“多维”，指的是我院从学校领导、导师、班主任、就业辅导员、学生组织、班团干部和学生自身等多个维度进行职业发展规划的开展。“财金职前站”模拟面试现场在具体措施方面，我院有“财金职前站”，也就是学院为就业创业提供保障的一系列活动，以及为毕业生提供“一站式”的具体服务，对从简历到签约整个全程的每一环节都会做出精心安排与设计。在今年中，由于疫情的影响，“财金职前站”改为了“线上职发”，在不同的形式中继续发挥着自己的价值。此外，得益于人大财金的实力与影响力，我院拥有例如中国银行、中国工商银行、中国建设银行、中信建投证券、京东集团等多个实习就业基地和固定合作关系企业。我院直接建立联系的企业多达900多家，能够第一时间获取企业招聘信息。同时，我院与15家金融机构签订了实习就业基地协议，拥有91家固定合作关系的重点企业以及多家校友企业建立定向招聘渠道。这一切，都是财金人求职时的重要保证。我院师生参观访问京东集团总部就业看似遥远，但你不必因遥远而感到迷茫。选择财金，你就选择了美好、多彩的未来！ 篇篇笔酣墨饱是校友风采，章章妙笔生花展财金辉煌。——校友风采校友是学校或学院在社会中的“门面”，也是学校或学院实力与影响力的代表。他们曾在财金扎根成长，怀揣着财金的热忱与初心迈向远方，栉风沐雨之后，终于谱写出那些荡气回肠的篇章。他们是照耀一个领域的明灯，也是我们后辈追寻的山峰。人大财金的杰出校友众多，且几乎遍布社会各行各业。在政界中，我们有陈雨露（现任中国人民银行党委委员、副行长，十三届全国政协经济委员会副主任）、范一飞（现任中国人民银行党委委员、副行长）、孙金龙（现任第十九届中央委员，生态环境部党组书记、副部长）、吴清（现任上海市委常委，市人民政府副市长、党组成员）等杰出校友。在学界中，我们有李杨（中国社会科学院学部委员、国家金融与发展实验室理事长）、高培勇（中国社会科学院副院长、中国社会科学院学部委员）、叶茂（美国伊利诺伊大学香槟分校商学院终身教授）等杰出校友。在业界中，我们有张佑君（中国中信集团有限公司总经理助理，中信证券董事长）、刘珺（交通银行党委副书记，交通银行副董事长、行长）、周慕冰（中国农业银行党委书记、董事长）、张磊（高瓴资本创始人兼首席执行官，美国耶鲁大学校董事会董事）等杰出校友。另外，我们还有许多校友走上了与众不同的创业道路，取得了同样杰出的成就，如路伟（天空之城影业创始人，曾经出品过《大圣归来》《冈仁波齐》）、王静（探路者控股集团股份有限公司董事长兼总裁、联合创始人）等等。他们也会不定期地回到母校进行演讲，为我们讲解社会经历，为我们答疑解惑，让我们从中汲取智慧，并给予我们前进的力量。细心的你可能已经发现，定场诗是一首藏头诗——“欢迎报考中国人民大学财政金融学院！”但除此之外，本文中还有一首藏头诗，不知道你们找到了嘛？(点击空白处查看答案)▼所有标题连在一起，也是一首藏头诗。且问谁启山林？等闲之辈无我。财政教育翘楚，金融人才摇篮。共赴远洋拓视野，你辩我论展风貌。携左带右共奔赛场，手足相依不负青春。续谱职规散迷茫，写话蓝图尽激扬。篇篇笔酣墨饱是校友风采，章章妙笔生花展财金辉煌。最后，就像这两首藏头诗所说的一样，财金期待着你的加入，期待着与你一起，续写佳绩，共谱辉煌。我们在财金等你！财金学子杂志社文案|周笑涵 祝昭懿 孙   歌题图|陈红锦排版|盛诗瑶 赵   莹
"
打包进行时 | 毕业寄vlog带你走进打包的一天（内含视频）,2020-07-21,http://mp.weixin.qq.com/s?__biz=MjM5NjM2ODIwMg==&amp;mid=2654432133&amp;idx=1&amp;sn=e77cbae9455166e18eb8599adebe01a1&amp;chksm=bd2991a08a5e18b6a5a549e7edebbdfeca1943f35432d875605c17ffed55f8f9e77abbc4215e&amp;scene=27#wechat_redirect,"
或许是尘封许久的记忆，或许是梦中曾重回故地。曾经多少次穿梭于此，留下足迹。封装纸箱，留存记忆。把欢笑与泪水定格于此，包裹装车，起身远航把一份份回忆邮寄各地。这是一个前所未有的毕业季，这是一班不辞辛劳的小分队。13天，50间宿舍，300余张床位，近5000件包裹，行李打包仍在继续。滑动左右查看更多无论身在何方，我们都是财金人。多少天后，当你打开那包裹，再次看到，曾经熟悉的一切。愿它能够唤起，青春的记忆。过往皆铸成难忘的经历，愿你扶摇展翅，振羽而飞。点击下方视频，进入独家探班Vlog《毕业寄·打包的一天》吧！END财金学子杂志社文案|财金学生艺术团题图|陈红锦排版|赵莹
"
打包进行时 | 携手河梁，为你丈量这份牵挂,2020-07-20,http://mp.weixin.qq.com/s?__biz=MjM5NjM2ODIwMg==&amp;mid=2654432114&amp;idx=1&amp;sn=581bea838ede7af1afe0f7cc4f937586&amp;chksm=bd2991578a5e184149a19e33594e42427e8d331c0bde0a9a18ef2d1272dd5f5a6006604a4998&amp;scene=27#wechat_redirect,"
携手上河梁，游子暮何之？徘徊蹊路侧，悢悢不得辞。疫情让我们无法面对面地拥抱作别，那么就让这一份份厚重的行李成为媒介——打包你们的光阴与记忆，打包我们的温暖和关切。又是一年毕业季，莘莘学子即将踏上新的旅途。然而在今年这个特殊的时期，毕业生们无法返校，他们的行李正由师生志愿者们一件件打包寄出。行李打包工作的背后离不开教职工志愿者们的细致工作，离不开学生志愿者们的耐心询问，也离不开毕业生们的支持理解。视频会议的交流形式、快捷高效的打包过程、暖心动人的打包故事……一桩桩、一件件都让人难以忘怀，凝结成最珍贵的财金记忆。让我们走近教职工志愿者、学生志愿者和2020届毕业生，翻开他们的行李打包日记，听听他们最真实的声音。在行李打包的过程中，有这样一群人：他们走进学生宿舍，“扫荡”着无数个满满当当的桌柜、“降服”着各式各样的衣物书籍，他们就是可爱可敬的教职工志愿者。让我们翻开他们的打包日记，采撷下行李打包工作中属于他们的珍贵碎片。 一晃又十年，只恨太匆匆。关于行李打包，老师们总有着说不尽的心怀与感受。兰青老师感慨道：“十年前自己住在知五，十年后又进入知五，打包行李的时候突然有种跨越时空的感觉，我想起自己当年的毕业季。视频时我能清楚地感受到，大家不舍的其实不是那些琳琅满目的小物件，而是其中承载的青葱岁月和朋友间的珍贵情谊。”张文春老师也说：“我7月10日参与了男生宿舍的打包工作，进入宿舍的一瞬间我感觉自己又回到了学生时代。三十年前我大学毕业，三十年后，透过杂乱又混着些许气味的宿舍，仿佛能看到一群小伙子们青春洋溢的样子。”走进学生宿舍，就仿佛走回了那个青春蓬勃的学生年代；走出学生宿舍，又仿佛走到了将要辞别的渡口。对于即将离开校园、奔赴未来人生的毕业学子们，老师们虽然满怀不舍，但更多的还是满满的期待与祝福。“我长期参与招生工作，每年都会迎来一群朝气蓬勃的少年，今年又有机会为一群意气风发的青年整理行囊，感觉很开心，很骄傲。愿同学们踏实沉稳地追逐未来，身为国民表率，成就美好人生。”离别之际，戴稳胜老师亲切地说。还有兰青老师的“相知无远近”和张文春老师的“常回家看看”，这些话语，寄托着师生之间最宝贵的深情厚谊，诉说着老师们对学子最深的惦念和最真的祝福。除了兢兢业业的教师们，参与毕业生行李打包工作的还有一群令人敬佩的返校学生志愿者。正是他们牺牲了自己的时间、为同学们的行李“保驾护航”，才使这些行囊更快地回到了它们原本主人的怀抱中。2016级本科金融工程班的傅竞驰就是这些学生志愿者中的一员。谈起自己参加行李打包工作的初衷，他笑着说：“就是一种很自然的责任感吧。因为大家的衣物都已经在学校里放了小半年了，都想着早点把行李拿回家就能早点安心，刚好我又比较方便，就想尽自己一份绵薄之力。”数不清的衣服、书籍和杂物，似乎预示着这次行李打包工作并不会十分轻松——但在学院的高效率的加持下，整个用时比傅竞驰预想的短了不少。在行李打包工作中，让傅竞驰印象最深刻的是和他一起打包行李的张文春老师。“当时我们负责打包的宿舍里有一个同学一共弄了十二个箱子，在给他打包的过程中，张老师一直非常耐心细致，整理每一件物品时都会仔细问同学希望怎么处理。”老师们细心负责的态度让傅竞驰十分动容，也让他更加真切地感受到了学院的团结与温暖。没有老师和学生志愿者们的付出，就没有一件件衣物被打点整齐的心安，也没有一份份行李被亲手拆开的欣喜。听过了这些行李的“护航人”的故事，我们又走近了这些行李的“收货人”——2020届财金毕业生。谈起这次的行李打包工作，2016级本科财税班的胡一鸣首先想到的就是“快”。“老师和志愿者同学们的效率真的非常高，大概只花了一个小时就打包好了我的行李。”2016级本科金融实验班的王汉学也说：“学院的行李打包效率确实没得说，只用一上午就完成了我们宿舍一共十多箱的行李打包。”何青老师的亲自直播也让他既惊喜又感动，“由于平常与何老师有一定的交流，所以整个过程沟通十分顺畅和轻松。志愿者同学也不辞辛苦，为我们爬上爬下，翻箱倒柜，行李打包非常完好，真的非常感谢。”虽然行李打包工作的最终效果收获了同学们的一致好评，但在开始前，同学们还是难免各有各的顾虑——宿舍里存放的物品又多又杂，老师们会不会在打包过程中有所遗漏或混淆？连自己都很难收拾整齐的东西，老师们又要花多少时间才能整理完毕？好在这些“物主”们的担忧，最终都在教师志愿者和学生志愿者们的共同努力下烟消云散。“打包前一天还是比较紧张的，因为自己收拾起来工作量都会很大，线上操作的话时间以及行李数量各方面都有一定的顾虑。”回忆起行李打包前的经历，2016级本科金融三班的胡晗这样说道，“但第二天开始打包时，看着屏幕那一边的老师和志愿者同学为我忙上忙下的身影，我一下子就特别安心。”2016级本科财税班的胡一鸣同学也这样评价：“负责打包的老师在整理每件衣服、每一本书时都很有耐心地询问我们是谁的、要还是不要。因为我们宿舍阳台堆了很多书，而且比较杂乱，所以整理那个地方花了不少时间，也终于是把几年都没理清的书本全都‘安排’好了。真的非常感谢老师和志愿者同学们。”教师志愿者和学生志愿者们的细致和耐心、毕业生们的信任和配合，共同成就了这次圆满、高效的行李打包工作。拆开来自人大财金的包裹，再会阔别数月的件件衣物，2020届的毕业生们还有许多感激和祝福，想要送给这些可亲可爱的教师志愿者和学生志愿者们。收到行李后，2016级本科金融四班的肖潇激动地表示：“感谢老师和志愿者们在这次打包中的辛苦付出。四年的行李，每一件物品都带着珍贵的回忆，谢谢你们把它们完好地送还。是你们，让每一件行李都多了一份温暖。”2016级本科金融工程班的徐硕向为他负责行李打包的老师和同学表达了感谢：“非常感谢负责的方老师和细心的秦天同学！方老师和打包行李的小哥非常负责地帮我在宿舍寻找我的相机包，最后发现是我记错存放的地方了，这件事真的让我非常感动。为秦天同学认真细致的工作态度疯狂打call！”每一个平安抵达目的地的箱子背后，都有教师和学生志愿者们的悉心打点；每一个满满当当的行囊之中，都藏着一位学子与人大共度的寒暑昼夜。携手上河梁，共赴离别时，愿你自信整装，再次启程，带着属于人大财金的惦念，奔向光明灿烂的明天。财金学子杂志社采访|刘浩泽文|秦天 刘美辰 李博题图|陈红锦排版|盛诗瑶
"
